primaryName,birthYear,deathYear,primaryProfession
Mary Stuart Masterson,1966,\N,"actress,producer,director"
Heather Matarazzo,1982,\N,"actress,producer,director"
Samantha Mathis,1970,\N,"actress,soundtrack,executive"
Walter Matthau,1920,2000,"actor,soundtrack,director"
Mathilda May,1965,\N,"actress,miscellaneous,soundtrack"
Debi Mazar,1964,\N,"actress,make_up_department,producer"
Andrew McCarthy,1962,\N,"actor,director,producer"
Frances McDormand,1957,\N,"actress,producer,soundtrack"
Malcolm McDowell,1943,\N,"actor,producer,soundtrack"
Gates McFadden,1949,\N,"actress,miscellaneous,director"
Kelly McGillis,1957,\N,"actress,producer,soundtrack"
Rose McGowan,1973,\N,"actress,soundtrack,producer"
Robert Duncan McNeill,1964,\N,"actor,producer,director"
Steve McQueen,1930,1980,"actor,producer,soundtrack"
Colm Meaney,1953,\N,"actor,producer,soundtrack"
Dina Meyer,1968,\N,"actress,producer"
Russ Meyer,1922,2004,"director,writer,producer"
Bette Midler,1945,\N,"soundtrack,actress,producer"
Penelope Ann Miller,1964,\N,"actress,soundtrack"
Sal Mineo,1939,1976,"actor,soundtrack,music_department"
Carmen Miranda,1909,1955,"soundtrack,actress,miscellaneous"
Helen Mirren,1945,\N,"actress,director,producer"
Matthew Modine,1959,\N,"actor,producer,director"
Alfred Molina,1953,\N,"actor,producer,soundtrack"
Elizabeth Montgomery,1933,1995,"actress,soundtrack,miscellaneous"
Roger Moore,1927,2017,"actor,miscellaneous,producer"
Kate Mulgrew,1955,\N,actress
Dermot Mulroney,1963,\N,"actor,soundtrack,music_department"
Eddie Murphy,1961,\N,"actor,writer,producer"
Liam Neeson,1952,\N,"actor,producer,soundtrack"
Sam Neill,1947,\N,"actor,director,writer"
Judd Nelson,1959,\N,"actor,writer,producer"
Olivia Newton-John,1948,\N,"soundtrack,actress,music_department"
Brigitte Nielsen,1963,\N,"actress,soundtrack,producer"
Leslie Nielsen,1926,2010,"actor,producer,soundtrack"
Leonard Nimoy,1931,2015,"actor,director,producer"
Nick Nolte,1941,\N,"actor,producer"
Peter North,1957,\N,"actor,director,producer"
Jeremy Northam,1961,\N,"actor,soundtrack"
Chris O'Donnell,1970,\N,"actor,producer,director"
Peter O'Toole,1932,2013,"actor,soundtrack,producer"
Lena Olin,1955,\N,actress
Julia Ormond,1965,\N,"actress,producer"
George Orwell,1903,1950,writer
Frank Oz,1944,\N,"actor,miscellaneous,soundtrack"
Gwyneth Paltrow,1972,\N,"actress,soundtrack,producer"
Alan Parker,1944,\N,"director,writer,soundtrack"
Mary-Louise Parker,1964,\N,"actress,soundtrack,miscellaneous"
Sarah Jessica Parker,1965,\N,"actress,producer,miscellaneous"
Dolly Parton,1946,\N,"soundtrack,music_department,actress"
Jason Patric,1966,\N,"actor,producer"
Alexandra Paul,1963,\N,"actress,producer,writer"
Sean Penn,1960,\N,"actor,director,producer"
George Peppard,1928,1994,"actor,assistant_director,soundtrack"
Anthony Perkins,1932,1992,"actor,soundtrack,director"
Ron Perlman,1950,\N,"actor,producer,soundtrack"
Luke Perry,1966,\N,"actor,producer,soundtrack"
Joseph L. Mankiewicz,1909,1993,"writer,producer,director"
Joe Pesci,1943,\N,"actor,soundtrack"
Wolfgang Petersen,1941,\N,"director,writer,producer"
Amanda Peterson,1971,2015,actress
Robert Picardo,1953,\N,"actor,soundtrack,writer"
Jada Pinkett Smith,1971,\N,"actress,producer,writer"
Donald Pleasence,1919,1995,"actor,writer,soundtrack"
Martha Plimpton,1970,\N,"actress,soundtrack,writer"
Eve Plumb,1958,\N,"actress,soundtrack,producer"
Edgar Allan Poe,1809,1849,"writer,soundtrack,miscellaneous"
Roman Polanski,1933,\N,"actor,director,writer"
Pete Postlethwaite,1946,2011,"actor,producer"
Kelly Preston,1962,\N,"actress,soundtrack"
Jason Priestley,1969,\N,"actor,producer,director"
Victoria Principal,1950,\N,"actress,producer,executive"
Jonathan Pryce,1947,\N,"actor,soundtrack"
Bill Pullman,1953,\N,"actor,director,soundtrack"
Dennis Quaid,1954,\N,"actor,producer,soundtrack"
Kathleen Quinlan,1954,\N,"actress,producer,soundtrack"
Sam Raimi,1959,\N,"producer,writer,director"
Harold Ramis,1944,2014,"writer,actor,producer"
Robert Redford,1936,\N,"producer,actor,director"
Vanessa Redgrave,1937,\N,"actress,soundtrack,producer"
John C. Reilly,1965,\N,"actor,writer,producer"
Brad Renfro,1982,2008,"actor,soundtrack,writer"
Jean Reno,1948,\N,actor
Paul Reubens,1952,\N,"actor,writer,director"
Burt Reynolds,1936,2018,"actor,director,producer"
Ving Rhames,1959,\N,"actor,producer,writer"
Giovanni Ribisi,1974,\N,"actor,soundtrack,cinematographer"
Ariana Richards,1979,\N,actress
Denise Richards,1971,\N,"actress,producer,soundtrack"
Joely Richardson,1965,\N,"actress,producer,soundtrack"
Alan Rickman,1946,2016,"actor,soundtrack,writer"
John Ritter,1948,2003,"actor,producer,soundtrack"
Eric Roberts,1956,\N,"actor,producer,soundtrack"
Tanya Roberts,1955,\N,"actress,producer"
Isabella Rossellini,1952,\N,"actress,director,writer"
Tim Roth,1961,\N,"actor,producer,soundtrack"
Mickey Rourke,1952,\N,"actor,writer,music_department"
Kurt Russell,1951,\N,"actor,producer,writer"
Theresa Russell,1957,\N,"actress,soundtrack,miscellaneous"
Rene Russo,1954,\N,"actress,producer"
Laura San Giacomo,1962,\N,actress
Fred Savage,1976,\N,"actor,director,producer"
John Sayles,1950,\N,"writer,actor,director"
Greta Scacchi,1960,\N,actress
Johnathon Schaech,1969,\N,"actor,writer,producer"
Claudia Schiffer,1970,\N,"actress,producer"
Liev Schreiber,1967,\N,"actor,producer,miscellaneous"
Ridley Scott,1937,\N,"producer,director,production_designer"
Jerry Seinfeld,1954,\N,"writer,actor,producer"
Tom Selleck,1945,\N,"actor,producer,writer"
Peter Sellers,1925,1980,"actor,soundtrack,writer"
Yahoo Serious,1953,\N,"director,actor,writer"
William Shakespeare,1564,1616,"writer,soundtrack,miscellaneous"
Tupac Shakur,1971,1996,"soundtrack,actor,composer"
William Shatner,1931,\N,"actor,producer,writer"
Ally Sheedy,1962,\N,"actress,producer,soundtrack"
Martin Sheen,1940,\N,"actor,producer,soundtrack"
Gary Sinise,1955,\N,"actor,producer,director"
Marina Sirtis,1955,\N,"actress,producer"
Tom Skerritt,1933,\N,"actor,director,producer"
Helen Slater,1963,\N,"actress,soundtrack,writer"
Anna Nicole Smith,1967,2007,"miscellaneous,actress,producer"
Jaclyn Smith,1945,\N,"actress,producer,soundtrack"
Alan Smithee,\N,\N,"director,actor,writer"
Wesley Snipes,1962,\N,"actor,producer,soundtrack"
Paul Sorvino,1939,\N,"actor,soundtrack,director"
Talisa Soto,1967,\N,actress
Sissy Spacek,1949,\N,"actress,soundtrack,art_department"
James Spader,1960,\N,"actor,producer"
Brent Spiner,1949,\N,"actor,soundtrack,director"
Terence Stamp,1938,\N,"actor,soundtrack,director"
Eric Stoltz,1961,\N,"actor,producer,director"
Madeleine Stowe,1958,\N,"actress,director,writer"
David Strathairn,1949,\N,"actor,producer,soundtrack"
Meryl Streep,1949,\N,"actress,soundtrack,producer"
Barbra Streisand,1942,\N,"soundtrack,producer,actress"
Tami Stronach,1972,\N,actress
Donald Sutherland,1935,\N,"actor,soundtrack,producer"
Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous"
Dominique Swain,1980,\N,"actress,producer,soundtrack"
Patrick Swayze,1952,2009,"actor,soundtrack,producer"
D.B. Sweeney,1961,\N,"actor,soundtrack,director"
Lili Taylor,1967,\N,"actress,writer,soundtrack"
David Thewlis,1963,\N,"actor,writer,soundtrack"
Emma Thompson,1959,\N,"actress,writer,soundtrack"
Fred Dalton Thompson,1942,2015,actor
Lea Thompson,1961,\N,"actress,producer,director"
Billy Bob Thornton,1955,\N,"actor,writer,director"
Meg Tilly,1960,\N,"actress,writer"
Marisa Tomei,1964,\N,"actress,producer"
Tamlyn Tomita,1966,\N,actress
Jeanne Tripplehorn,1963,\N,"actress,soundtrack"
Chris Tucker,1971,\N,"actor,soundtrack,writer"
Robin Tunney,1972,\N,"actress,soundtrack"
Kathleen Turner,1954,\N,"actress,producer,soundtrack"
Deborah Kara Unger,1966,\N,"actress,producer"
Casper Van Dien,1968,\N,"actor,producer,director"
Vince Vaughn,1970,\N,"producer,actor,writer"
Paul Verhoeven,1938,\N,"director,producer,writer"
Gore Vidal,1925,2012,"writer,actor"
Nana Visitor,1957,\N,"actress,soundtrack"
Jon Voight,1938,\N,"actor,producer,writer"
Christopher Walken,1943,\N,"actor,soundtrack,miscellaneous"
J.T. Walsh,1943,1998,actor
Sela Ward,1956,\N,"actress,producer"
Julie Warner,1965,\N,"actress,director,producer"
Lesley Ann Warren,1946,\N,"actress,soundtrack,producer"
John Waters,1946,\N,"actor,writer,director"
Teri Weigel,1962,\N,actress
Peter Weller,1947,\N,"actor,director,soundtrack"
Wim Wenders,1945,\N,"director,producer,writer"
Joanne Whalley,1961,\N,actress
Wil Wheaton,1972,\N,"actor,writer,producer"
Billy Wilder,1906,2002,"writer,director,producer"
Gene Wilder,1933,2016,"actor,soundtrack,writer"
Michael Wincott,1958,\N,actor
Debra Winger,1955,\N,"actress,producer,soundtrack"
Kate Winslet,1975,\N,"actress,soundtrack"
Reese Witherspoon,1976,\N,"actress,producer,soundtrack"
BD Wong,1960,\N,"actor,soundtrack"
Elijah Wood,1981,\N,"actor,producer,soundtrack"
Robin Wright,1966,\N,"actress,producer,director"
Michelle Yeoh,1962,\N,"actress,producer,writer"
Sean Young,1959,\N,"actress,miscellaneous,director"
Billy Zane,1966,\N,"actor,producer,soundtrack"
Robert Zemeckis,1951,\N,"producer,writer,director"
David Raksin,1912,2004,"music_department,composer,soundtrack"
Rick Baker,1950,\N,"make_up_department,special_effects,actor"
Steve Cohen,\N,\N,"assistant_director,miscellaneous,director"
Joel Oliansky,1935,2002,"writer,director,actor"
Willie Aames,1960,\N,"actor,writer,director"
Caroline Aaron,1952,\N,"actress,producer"
Paula Abdul,1962,\N,"soundtrack,actress,miscellaneous"
Kareem Abdul-Jabbar,1947,\N,"actor,producer,writer"
Ian Abercrombie,1934,2012,"actor,miscellaneous"
F. Murray Abraham,1939,\N,"actor,soundtrack"
Jim Abrahams,1944,\N,"writer,producer,director"
Victoria Abril,1959,\N,"actress,soundtrack"
Joss Ackland,1928,\N,"actor,soundtrack"
Deborah Adair,1952,\N,actress
Brooke Adams,1949,\N,"actress,producer,writer"
Joey Lauren Adams,1968,\N,"actress,soundtrack,director"
Maud Adams,1945,\N,"actress,director"
Percy Adlon,1935,\N,"director,writer,producer"
Mario Adorf,1930,\N,"actor,writer,soundtrack"
Casey Affleck,1975,\N,"actor,producer,writer"
John Agar,1921,2002,"actor,music_department"
Brian Aherne,1902,1986,"actor,soundtrack"
Danny Aiello,1933,\N,"actor,producer,soundtrack"
Anouk AimÃ©e,1932,\N,actress
Eddie Albert,1906,2005,"actor,soundtrack,producer"
Brian Aldiss,1925,2017,"writer,actor"
Robert Aldrich,1918,1983,"director,assistant_director,producer"
Jane Alexander,1939,\N,"actress,producer,soundtrack"
Muhammad Ali,1942,2016,"actor,soundtrack,writer"
Debbie Allen,1950,\N,"actress,director,producer"
Irwin Allen,1916,1991,"producer,writer,director"
Tim Allen,1953,\N,"actor,producer,miscellaneous"
June Allyson,1917,2006,"actress,soundtrack"
NÃ©stor Almendros,1930,1992,"cinematographer,director,actor"
Maria Conchita Alonso,1957,\N,"actress,soundtrack,producer"
Carol Alt,1960,\N,"actress,producer,executive"
Trini Alvarado,1967,\N,"actress,soundtrack"
Don Ameche,1908,1993,"actor,soundtrack,director"
Leon Ames,1902,1993,"actor,soundtrack"
MÃ_dchen Amick,1970,\N,"actress,producer,director"
Jon Amiel,1948,\N,"director,producer,writer"
Suzy Amis,1962,\N,"actress,producer,soundtrack"
Judith Anderson,1897,1992,"actress,soundtrack"
Juliet Anderson,1938,2010,"actress,director,producer"
Kevin Anderson,1960,\N,"actor,soundtrack,stunts"
Lindsay Anderson,1923,1994,"director,actor,writer"
Loni Anderson,1945,\N,"actress,soundtrack"
Melissa Sue Anderson,1962,\N,"actress,producer,soundtrack"
Melody Anderson,1955,\N,actress
Paul Thomas Anderson,1970,\N,"director,writer,producer"
Richard Dean Anderson,1950,\N,"actor,producer,soundtrack"
Bibi Andersson,1935,\N,"actress,soundtrack"
Anthony Andrews,1948,\N,"actor,producer,soundtrack"
Dana Andrews,1909,1992,"actor,soundtrack"
AndrÃ© the Giant,1946,1993,actor
Pier Angeli,1932,1971,"actress,soundtrack"
Theodoros Angelopoulos,1935,2012,"director,writer,producer"
Jean-Hugues Anglade,1955,\N,"actor,director,writer"
Francesca Annis,1945,\N,actress
Susan Anspach,1942,2018,"actress,soundtrack"
David Anspaugh,1946,\N,"producer,director"
Lysette Anthony,1963,\N,"actress,producer"
Susan Anton,1950,\N,"actress,soundtrack,producer"
Laura Antonelli,1941,2015,actress
Michelangelo Antonioni,1912,2007,"writer,director,editor"
Christina Applegate,1971,\N,"actress,producer,soundtrack"
Michael Apted,1941,\N,"director,producer,miscellaneous"
Gregg Araki,1959,\N,"writer,producer,director"
Alfonso Arau,1932,\N,"actor,director,writer"
Roscoe 'Fatty' Arbuckle,1887,1933,"actor,director,writer"
Denys Arcand,1941,\N,"writer,director,actor"
Eve Arden,1908,1990,"actress,soundtrack"
Asia Argento,1975,\N,"actress,director,writer"
Dario Argento,1940,\N,"writer,director,producer"
Pedro ArmendÃ¡riz,1912,1963,"actor,producer"
Alison Armitage,1965,\N,actress
George Armitage,1942,\N,"producer,writer,director"
Bess Armstrong,1953,\N,actress
Gillian Armstrong,1950,\N,"director,producer,writer"
Desi Arnaz,1917,1986,"producer,actor,production_manager"
James Arness,1923,2011,"actor,producer,miscellaneous"
Jack Arnold,1916,1992,"director,producer,writer"
Tom Arnold,1959,\N,"actor,producer,writer"
Alexis Arquette,1969,2016,"actress,art_department,producer"
Lewis Arquette,1935,2001,"actor,writer,producer"
Jean Arthur,1900,1991,"actress,soundtrack"
Dana Ashbrook,1967,\N,"actor,writer"
Hal Ashby,1929,1988,"director,editorial_department,editor"
Linden Ashby,1960,\N,"actor,director"
Edward Asner,1929,\N,"actor,soundtrack,producer"
Armand Assante,1949,\N,"actor,producer,soundtrack"
Olivier Assayas,1955,\N,"writer,director,assistant_director"
Mary Astor,1906,1987,"actress,soundtrack"
Christopher Atkins,1961,\N,"actor,writer,producer"
StÃ©phane Audran,1932,2018,"actress,soundtrack"
Claudine Auger,1941,\N,actress
Bille August,1948,\N,"director,writer,cinematographer"
Jane Austen,1775,1817,writer
Paul Auster,1947,\N,"writer,director,actor"
Daniel Auteuil,1950,\N,"actor,director,writer"
Gene Autry,1907,1998,"soundtrack,actor,producer"
Frankie Avalon,1939,\N,"soundtrack,actor,producer"
Roger Avary,1965,\N,"producer,writer,director"
Tex Avery,1908,1980,"director,animation_department,writer"
John G. Avildsen,1935,2017,"director,editor,producer"
Mili Avital,1972,\N,"actress,director,editor"
Jon Avnet,1949,\N,"producer,director,writer"
Lew Ayres,1908,1996,"actor,soundtrack,director"
Shabana Azmi,1950,\N,"actress,music_department"
Barbara Bach,1947,\N,actress
Burt Bacharach,1928,\N,"soundtrack,music_department,composer"
Amitabh Bachchan,1942,\N,"actor,producer,writer"
Jim Backus,1913,1989,"actor,writer,soundtrack"
Angelo Badalamenti,1937,\N,"music_department,composer,soundtrack"
John Badham,1939,\N,"director,producer,actor"
Mary Badham,1952,\N,actress
Jane Badler,1953,\N,"actress,producer"
Maxine Bahns,1971,\N,actress
Barbara Bain,1931,\N,"actress,soundtrack"
Stuart Baird,1947,\N,"editor,editorial_department,director"
Oksana Baiul,1977,\N,actress
Diane Baker,1938,\N,"actress,producer,production_manager"
Joe Don Baker,1936,\N,"actor,production_manager,miscellaneous"
Kathy Baker,1950,\N,"actress,producer"
Ralph Bakshi,1938,\N,"animation_department,director,writer"
Scott Bakula,1954,\N,"actor,producer,soundtrack"
Bob Balaban,1945,\N,"actor,director,producer"
Daniel Baldwin,1960,\N,"actor,producer,director"
Ina Balin,1937,1990,"actress,writer,producer"
Lucille Ball,1911,1989,"actress,production_manager,soundtrack"
Michael Ballhaus,1935,2017,"cinematographer,director,camera_department"
Martin Balsam,1919,1996,actor
Anne Bancroft,1931,2005,"actress,soundtrack,director"
TamasaburÃ´ BandÃ´,1950,\N,"actor,director,writer"
Tallulah Bankhead,1902,1968,actress
Ian Bannen,1928,1999,actor
Theda Bara,1885,1955,"actress,writer"
Olivia Barash,1965,\N,"actress,soundtrack,producer"
Javier Bardem,1969,\N,"actor,producer,soundtrack"
Clive Barker,1952,\N,"writer,producer,actor"
Lex Barker,1919,1973,actor
Jean-Marc Barr,1960,\N,"actor,producer,director"
Bruno Barreto,1955,\N,"director,producer,writer"
Majel Barrett,1932,2008,"actress,producer,writer"
Raymond J. Barry,1939,\N,actor
Ethel Barrymore,1879,1959,actress
John Drew Barrymore,1932,2004,"actor,director"
John Barrymore,1882,1942,"actor,soundtrack,writer"
Lionel Barrymore,1878,1954,"actor,director,soundtrack"
Paul Bartel,1938,2000,"actor,director,writer"
Freddie Bartholomew,1924,1992,"actor,soundtrack,producer"
Robin Bartlett,1951,\N,"actress,miscellaneous"
Billy Barty,1924,2000,"actor,soundtrack,director"
Mikhail Baryshnikov,1948,\N,"actor,producer,miscellaneous"
Richard Basehart,1914,1984,"actor,director"
Saul Bass,1920,1996,"miscellaneous,art_department,director"
Jason Bateman,1969,\N,"actor,producer,director"
Justine Bateman,1966,\N,"actress,producer,writer"
Alan Bates,1934,2003,"actor,soundtrack,producer"
Kathy Bates,1948,\N,"actress,director,soundtrack"
Randall Batinkoff,1968,\N,"actor,producer,director"
Patrick Bauchau,1938,\N,"actor,writer,producer"
Belinda Bauer,1950,\N,actress
Steven Bauer,1956,\N,"actor,producer,soundtrack"
L. Frank Baum,1856,1919,"writer,producer,miscellaneous"
Noah Baumbach,1969,\N,"writer,director,producer"
Lamberto Bava,1944,\N,"director,assistant_director,producer"
Mario Bava,1914,1980,"cinematographer,director,special_effects"
Anne Baxter,1923,1985,"actress,soundtrack,producer"
Meredith Baxter,1947,\N,"actress,producer,miscellaneous"
Michael Bay,1965,\N,"producer,director,actor"
Nathalie Baye,1948,\N,"actress,soundtrack"
Stephanie Beacham,1947,\N,"actress,soundtrack"
Jennifer Beals,1963,\N,"actress,producer,soundtrack"
Ned Beatty,1937,\N,"actor,soundtrack"
Warren Beatty,1937,\N,"actor,soundtrack,producer"
Harold Becker,1928,\N,"director,producer,cinematographer"
Meret Becker,1969,\N,"actress,composer,soundtrack"
Bonnie Bedelia,1948,\N,"actress,soundtrack"
Noah Beery Jr.,1913,1994,"actor,soundtrack"
Wallace Beery,1885,1949,"actor,director,soundtrack"
Jason Beghe,1960,\N,"actor,producer"
Ed Begley Jr.,1949,\N,"actor,producer,director"
Jean-Jacques Beineix,1946,\N,"producer,assistant_director,director"
Barbara Bel Geddes,1922,2005,"actress,soundtrack"
Harry Belafonte,1927,\N,"soundtrack,actor,producer"
Ralph Bellamy,1904,1991,"actor,soundtrack"
Kathleen Beller,1956,\N,actress
Monica Bellucci,1964,\N,"actress,soundtrack"
Pamela Bellwood,1951,\N,actress
Jean-Paul Belmondo,1933,\N,"actor,producer,soundtrack"
Jim Belushi,1954,\N,"actor,music_department,producer"
Brian Benben,1956,\N,"actor,producer"
William Bendix,1906,1964,"actor,soundtrack,writer"
Roberto Benigni,1952,\N,"actor,writer,director"
Annette Bening,1958,\N,"actress,soundtrack,executive"
Richard Benjamin,1938,\N,"actor,director,producer"
David Bennent,1966,\N,actor
Constance Bennett,1904,1965,"actress,soundtrack,producer"
